A,B
"Polygon ((100.42866454 38.57270079, 100.42862329 38.57266744, 100.42848164 38.57268709, 100.4283751 38.5726864, 100.42829903 38.57268733, 100.42821784 38.57268633, 100.42814933 38.57268518, 100.42806962 38.5726304, 100.42799291 38.57259947, 100.42792698 38.57260028, 100.42780554 38.5726157, 100.42783188 38.57266515, 100.42788826 38.57269433, 100.42797733 38.57270918, 100.4280586 38.57271416, 100.42811985 38.57273332, 100.42820658 38.57275815, 100.42827287 38.57277526, 100.42835429 38.57278821, 100.42841261 38.5727875, 100.42850933 38.57280424, 100.42859863 38.57283102, 100.42865961 38.57283625, 100.42871524 38.57282761, 100.42870391 38.57276801, 100.42866454 38.57270079))",174
"Polygon ((100.40832017 38.5725917, 100.40822275 38.57251247, 100.40818413 38.57254373, 100.40798829 38.57266925, 100.40771887 38.57282132, 100.40773261 38.57286005, 100.4078145 38.57298237, 100.40783518 38.57301326, 100.40792255 38.57311201, 100.4081494 38.57296679, 100.40816832 38.57295367, 100.40827883 38.57287697, 100.40838794 38.57280823, 100.4083999 38.57280069, 100.40846604 38.57276483, 100.40839964 38.57264378, 100.40836656 38.57262365, 100.4083622 38.57262064, 100.40832017 38.5725917))",175
"Polygon ((100.41659662 38.57246168, 100.41639797 38.57230691, 100.41622898 38.57248686, 100.41607137 38.57264228, 100.41617721 38.5727263, 100.41625087 38.57276688, 100.41625507 38.57279543, 100.41637621 38.57290359, 100.41639044 38.57291561, 100.41657872 38.57307465, 100.41703524 38.57282316, 100.41681416 38.57264018, 100.41680187 38.57263009, 100.41660586 38.57246925, 100.41659662 38.57246168))",176
"Polygon ((100.41862217 38.57267393, 100.41855333 38.57257997, 100.41850667 38.57254378, 100.41847495 38.57250555, 100.41841001 38.57244485, 100.41833822 38.57240711, 100.41833592 38.57238283, 100.41830776 38.57234027, 100.41827434 38.57230778, 100.41822488 38.57229408, 100.41818813 38.57227737, 100.4181359 38.57221508, 100.41812236 38.57217521, 100.41805641 38.57215598, 100.41805784 38.57213595, 100.41801853 38.57208208, 100.41796311 38.57204272, 100.41793192 38.57203165, 100.41792419 38.57200887, 100.41789816 38.57198201, 100.41784007 38.57189978, 100.41779225 38.57187605, 100.41775123 38.57182793, 100.41770028 38.57175546, 100.41765714 38.57178459, 100.4175421 38.5718632, 100.41741105 38.5719606, 100.41727912 38.57201367, 100.4171996 38.57199191, 100.41721656 38.57204187, 100.41730241 38.57208492, 100.41734222 38.57210231, 100.41737641 38.57214242, 100.41741206 38.57218012, 100.41740401 38.57223384, 100.41744891 38.57227858, 100.41749698 38.57233043, 100.41751683 38.57233615, 100.41753376 38.57234786, 100.41753448 38.57238479, 100.41755783 38.5724143, 100.41763628 38.57246697, 100.41765481 38.57248342, 100.41767336 38.57249989, 100.41771058 38.57253996, 100.4177588 38.57259895, 100.41783255 38.57264454, 100.41787684 38.5726583, 100.41792216 38.57264703, 100.41793198 38.57265278, 100.41801584 38.5727019, 100.41802805 38.57270533, 100.41805268 38.5727229, 100.41801892 38.5727817, 100.4180974 38.57283557, 100.41812945 38.57284471, 100.41818297 38.57286432, 100.41828953 38.57294098, 100.41827614 38.57295075, 100.41837364 38.57302881, 100.4184343 38.57305667, 100.41844705 38.57305652, 100.41847616 38.57305474, 100.41849967 38.57304587, 100.41853115 38.57301046, 100.41852465 38.57295762, 100.41851618 38.57289767, 100.41849678 38.57278939, 100.41851308 38.57277679, 100.41862217 38.57267393))",177
"Polygon ((100.4008567 38.57271759, 100.40073711 38.57261773, 100.40029488 38.57309969, 100.40023907 38.57315696, 100.40027747 38.57318033, 100.40079624 38.57331712, 100.40123446 38.57341019, 100.40147021 38.57343418, 100.40166412 38.57345271, 100.4017135 38.5734551, 100.40173971 38.57343691, 100.40128518 38.57309081, 100.4008567 38.57271759))",178
"Polygon ((100.40157476 38.57236937, 100.40129925 38.57205688, 100.40079263 38.57254557, 100.40083156 38.57259574, 100.401229 38.57293359, 100.40185405 38.57346235, 100.40221122 38.57309462, 100.40220315 38.57308542, 100.40157476 38.57236937))",179
"Polygon ((100.42131637 38.57319383, 100.42126864 38.57311334, 100.42122463 38.57304268, 100.42122664 38.57304133, 100.42120476 38.57300657, 100.42112376 38.57290149, 100.42112148 38.57286573, 100.42111936 38.57283243, 100.42114873 38.57278202, 100.42118883 38.57273744, 100.42123471 38.5726773, 100.42124 38.57266866, 100.42125235 38.57264849, 100.42125277 38.57259248, 100.42122582 38.57253441, 100.42120404 38.57250635, 100.42119467 38.57249427, 100.42112915 38.5724045, 100.42100873 38.57230229, 100.42095498 38.57227077, 100.42090177 38.57226665, 100.42086962 38.57225274, 100.42057446 38.57244937, 100.42052667 38.57248928, 100.42066004 38.57263304, 100.4207219 38.57269068, 100.42073619 38.57272268, 100.42079057 38.57278637, 100.42082735 38.5728038, 100.42090818 38.57294182, 100.42087583 38.57295336, 100.42075961 38.57282274, 100.42068184 38.57273764, 100.42060555 38.57264085, 100.42049311 38.57252099, 100.42045514 38.57255688, 100.42017534 38.57276286, 100.41998962 38.57289023, 100.42005 38.57295028, 100.42008143 38.57300471, 100.42008984 38.57304632, 100.4200925 38.57310467, 100.42011758 38.57314489, 100.42016144 38.57321347, 100.42021197 38.5732355, 100.42031222 38.57323905, 100.42043013 38.57321379, 100.42051628 38.57319486, 100.42053601 38.57319462, 100.42056181 38.57319431, 100.42071728 38.57322698, 100.42081488 38.57324963, 100.42091616 38.57322814, 100.42097597 38.57318213, 100.42098327 38.57318444, 100.42097629 38.57319081, 100.42101309 38.57320943, 100.42110457 38.57322977, 100.42119268 38.57323347, 100.4212772 38.57320861, 100.42131637 38.57319383))",180
"Polygon ((100.41608941 38.57269516, 100.41603169 38.57265731, 100.41587668 38.57280301, 100.41573675 38.572919, 100.41580441 38.57300797, 100.4158166 38.57302337, 100.41584176 38.57305518, 100.41588659 38.57311184, 100.41590579 38.57313504, 100.41595376 38.57319301, 100.41608784 38.57334202, 100.41613837 38.57334878, 100.41618656 38.57332913, 100.41628672 38.57326761, 100.416555 38.57310282, 100.4164509 38.5730154, 100.41635328 38.57293341, 100.41634348 38.57292518, 100.41625648 38.57285473, 100.41616932 38.57277571, 100.41615816 38.5727561, 100.41615234 38.57274588, 100.41612085 38.57271909, 100.41608941 38.57269516))",181
"Polygon ((100.42300002 38.57327086, 100.42316559 38.573161, 100.42329732 38.5731899, 100.42340721 38.57309705, 100.4236379 38.57321817, 100.42367977 38.57319395, 100.42372426 38.5731405, 100.42375798 38.57309576, 100.42378742 38.57301818, 100.42382116 38.57288192, 100.42385339 38.57257694, 100.4238343 38.57253285, 100.42381724 38.57249873, 100.42380575 38.57247027, 100.42376606 38.57239783, 100.42374754 38.5723775, 100.42337699 38.57270417, 100.42351311 38.57280213, 100.4234797 38.5728315, 100.42332293 38.57272964, 100.42329553 38.57272568, 100.42327121 38.57269308, 100.42321177 38.57263518, 100.42307176 38.57256939, 100.42305391 38.57254746, 100.42298741 38.5725006, 100.42295567 38.57249241, 100.42292059 38.57243754, 100.42287245 38.57239809, 100.42283485 38.57240045, 100.42280377 38.57236365, 100.42275441 38.57232421, 100.42271177 38.5723171, 100.42268812 38.57228784, 100.42261542 38.57223438, 100.42258981 38.57222897, 100.42254761 38.57218277, 100.42246471 38.57210465, 100.42236931 38.5720473, 100.42236039 38.57214894, 100.42236248 38.57234768, 100.42240704 38.57239004, 100.42234969 38.57243793, 100.42233886 38.5725353, 100.42234069 38.57255824, 100.42234613 38.57262673, 100.42241119 38.57269315, 100.42242221 38.57270878, 100.42245617 38.57275695, 100.42251885 38.57284029, 100.42254783 38.57287882, 100.42267104 38.57303033, 100.42276331 38.5730907, 100.42278555 38.57311407, 100.42282655 38.57315714, 100.42292053 38.57321176, 100.42300002 38.57327086))",182
"Polygon ((100.40560883 38.5724812, 100.40558499 38.57245496, 100.40556787 38.57246406, 100.40537566 38.57226363, 100.40514718 38.57239199, 100.40494863 38.57250588, 100.40474416 38.57262273, 100.40469591 38.57265365, 100.40467536 38.57266545, 100.40445416 38.57279244, 100.40418152 38.57294262, 100.40429641 38.57306596, 100.40435163 38.57312926, 100.40453741 38.57334222, 100.40463488 38.57345395, 100.40469493 38.5735244, 100.40483104 38.57345483, 100.40490858 38.57340588, 100.40539743 38.5731234, 100.40592029 38.57283672, 100.40576408 38.57265937, 100.40572894 38.57261339, 100.40560883 38.5724812))",183
"Polygon ((100.41861125 38.57313634, 100.41855961 38.57313529, 100.41855398 38.5731721, 100.41859004 38.57321525, 100.4186182 38.5732578, 100.41863702 38.57328856, 100.41864197 38.57330876, 100.41863954 38.57333977, 100.41865617 38.57341345, 100.41868272 38.57345126, 100.41869038 38.57345475, 100.41872531 38.57345551, 100.41876923 38.57345021, 100.41877027 38.57342637, 100.41866697 38.57319048, 100.4186435 38.57315502, 100.41861125 38.57313634))",184
"Polygon ((100.41287744 38.57339816, 100.41285049 38.57332413, 100.41282423 38.57334732, 100.41281369 38.57336747, 100.41281085 38.5734085, 100.41280037 38.5734315, 100.41278876 38.57345834, 100.41276696 38.57346146, 100.41275758 38.57347873, 100.4127712 38.57349191, 100.41277884 38.57350994, 100.41280233 38.57353158, 100.41283255 38.57352454, 100.41285786 38.5735147, 100.41287559 38.5734897, 100.41289277 38.57343706, 100.41287744 38.57339816))",185
"Polygon ((100.42496854 38.57286737, 100.4249423 38.57276855, 100.42493229 38.57275342, 100.42487853 38.57273691, 100.42482739 38.57272991, 100.424833 38.57276797, 100.42481668 38.57280249, 100.4248172 38.57282918, 100.42480275 38.57283507, 100.42476224 38.57275167, 100.42468296 38.57267256, 100.42464855 38.57265201, 100.42462191 38.57265614, 100.42459524 38.57265837, 100.42455191 38.57267797, 100.42457668 38.57270245, 100.42452876 38.57273545, 100.42445902 38.57277062, 100.42455613 38.57289146, 100.4246056 38.57293662, 100.42459592 38.57293864, 100.42466094 38.57303318, 100.42470054 38.57307083, 100.42466931 38.57308838, 100.42472902 38.5731601, 100.42484403 38.57329109, 100.42495264 38.57341478, 100.42501334 38.57341404, 100.42508323 38.57338649, 100.42516624 38.57335925, 100.42521595 38.57334293, 100.42524707 38.57331967, 100.42526365 38.5732985, 100.42524534 38.57323199, 100.42522934 38.57315973, 100.42520217 38.57313718, 100.42515073 38.57311493, 100.42511431 38.57311537, 100.42507542 38.57311394, 100.4250428 38.57306095, 100.42504198 38.57305626, 100.42502911 38.57298294, 100.42500792 38.57289359, 100.42498815 38.57287667, 100.42496854 38.57286737))",186
"Polygon ((100.41585012 38.57310966, 100.41570537 38.57293327, 100.41568625 38.5729383, 100.41566482 38.57296001, 100.41565064 38.57298021, 100.4156283 38.57299419, 100.4156708 38.57301842, 100.41568677 38.57305874, 100.41570297 38.57311098, 100.41570358 38.57314195, 100.41570101 38.57316582, 100.41569322 38.57323264, 100.41565456 38.57342854, 100.41567156 38.57352129, 100.4156751 38.57353879, 100.41571614 38.57353573, 100.41604338 38.57334317, 100.41603301 38.57333243, 100.41589467 38.57315202, 100.41585012 38.57310966))",187
"Polygon ((100.411816 38.57320419, 100.4115677 38.57302456, 100.41149522 38.57313698, 100.41149284 38.57320135, 100.41149533 38.57321126, 100.41152049 38.57331113, 100.41145484 38.57340058, 100.41141553 38.57343967, 100.41140359 38.57348128, 100.41140779 38.57349734, 100.41144167 38.5735091, 100.41145627 38.57351786, 100.4114635 38.57353862, 100.41147542 38.57356589, 100.41148487 38.57358305, 100.41149959 38.57359837, 100.41152474 38.57360402, 100.41153531 38.57360092, 100.41154033 38.57354723, 100.41161777 38.5734319, 100.41170411 38.57334506, 100.41171984 38.57333094, 100.41173171 38.57332029, 100.41176079 38.57329373, 100.41179933 38.57324619, 100.41183119 38.57321698, 100.411816 38.57320419))",188
"Polygon ((100.41937882 38.57326407, 100.41936412 38.57324185, 100.41935849 38.57323334, 100.41941137 38.57322078, 100.41943852 38.57321211, 100.41950319 38.57318153, 100.41957685 38.57312598, 100.41956134 38.5730785, 100.41952873 38.57302551, 100.41957434 38.57299827, 100.41952763 38.5728463, 100.41948769 38.57279149, 100.41943134 38.57274075, 100.41942943 38.57272051, 100.41937908 38.57263056, 100.41935269 38.57260109, 100.41931561 38.57256817, 100.4192498 38.57254037, 100.41923007 38.57254061, 100.41920941 38.57257065, 100.419183 38.57253998, 100.4191338 38.57250841, 100.41910583 38.57247538, 100.41905147 38.57241288, 100.41900234 38.57238488, 100.41897582 38.57234826, 100.41895368 38.57230324, 100.41891898 38.57223693, 100.41885382 38.57216503, 100.41882439 38.5721356, 100.41876327 38.57211489, 100.41874541 38.57213298, 100.41874446 38.57216159, 100.41875566 38.57222175, 100.4188167 38.57228441, 100.4188587 38.57238257, 100.41885947 38.57239554, 100.41886142 38.57242829, 100.41885235 38.57252278, 100.41881324 38.57257188, 100.41880312 38.57258268, 100.41871155 38.57268036, 100.41869975 38.57271644, 100.41879155 38.57278108, 100.41883022 38.57281755, 100.41885154 38.57290463, 100.41881566 38.57293224, 100.41880458 38.57283227, 100.41879332 38.57281525, 100.41875471 38.57279712, 100.41873271 38.57279024, 100.41872288 38.57276647, 100.418697 38.57276186, 100.41866551 38.57276606, 100.41863663 38.57277975, 100.41860316 38.57280685, 100.41858475 38.57285855, 100.41857332 38.57289492, 100.418582 38.57298222, 100.41860069 38.57298513, 100.41869549 38.57297097, 100.41871134 38.57302467, 100.4187302 38.57305733, 100.41875449 38.57308849, 100.41879534 38.57312804, 100.41884687 38.57315458, 100.41886203 38.57318443, 100.41886256 38.57321159, 100.41885814 38.57326324, 100.418846 38.57326339, 100.41883244 38.57326832, 100.41882205 38.57328036, 100.41878593 38.57329629, 100.41885118 38.57352668, 100.41890897 38.57353194, 100.4189969 38.5735261, 100.41903456 38.57351135, 100.41907504 38.57348583, 100.41918145 38.57341662, 100.41937149 38.57327727, 100.41937882 38.57326407))",189
"Polygon ((100.41496234 38.57315493, 100.41527047 38.5729641, 100.41527013 38.57296371, 100.41517005 38.57286882, 100.41514585 38.57284589, 100.41513399 38.57283388, 100.41501131 38.57272245, 100.41485784 38.5725924, 100.41471785 38.57247247, 100.41451367 38.57228789, 100.41450624 38.57228108, 100.41435446 38.57214205, 100.41406203 38.5724945, 100.41393216 38.57265266, 100.41391546 38.57266566, 100.41413234 38.57276081, 100.41413999 38.57277978, 100.41412823 38.57279278, 100.41413231 38.57278116, 100.41390668 38.57266949, 100.41381336 38.57274116, 100.41376189 38.57279931, 100.41361377 38.57296665, 100.4136667 38.57306516, 100.41370688 38.5731686, 100.41371019 38.57317712, 100.41373342 38.57324739, 100.41382719 38.57332252, 100.41386951 38.5733754, 100.41393167 38.57344901, 100.41399567 38.57349209, 100.41400508 38.57356363, 100.4140664 38.57359679, 100.41411025 38.57360341, 100.41423033 38.57359624, 100.41427763 38.57359281, 100.41430296 38.57358392, 100.41429133 38.57354832, 100.41437433 38.57349962, 100.41481898 38.57323878, 100.41496234 38.57315493),(100.41395352 38.57304189, 100.41395915 38.57303143, 100.41399848 38.5730611, 100.41404912 38.57310281, 100.41403673 38.57310524, 100.41395352 38.57304189))",190
"Polygon ((100.41143615 38.57353717, 100.41141737 38.57353402, 100.41138507 38.57355872, 100.41136411 38.57360474, 100.41136714 38.57366619, 100.41138215 38.57368889, 100.41141479 38.57368134, 100.41146343 38.57365359, 100.41148407 38.57364902, 100.41146164 38.57359882, 100.41144409 38.57355494, 100.41143615 38.57353717))",191
"Polygon ((100.42131637 38.57319383, 100.42134397 38.5732078, 100.42136882 38.5732361, 100.42141164 38.57325226, 100.42146347 38.57326355, 100.4215345 38.57332465, 100.4216117 38.57339044, 100.42161231 38.57342142, 100.42172089 38.57353927, 100.42179131 38.57356939, 100.42183669 38.57357329, 100.42186543 38.57355292, 100.42188515 38.57353695, 100.42189927 38.5735139, 100.42190798 38.57349377, 100.42192717 38.57345064, 100.42197969 38.57334275, 100.42204223 38.57318898, 100.42204744 38.57317605, 100.42186377 38.57300668, 100.42173142 38.57289055, 100.42165802 38.57282614, 100.42143397 38.57264154, 100.4212969 38.57252594, 100.42127655 38.57251947, 100.42127963 38.5726232, 100.42128632 38.57265458, 100.42126506 38.57268534, 100.42116567 38.57281811, 100.42116178 38.57286677, 100.42117355 38.57290953, 100.42123088 38.57298415, 100.42125782 38.57299526, 100.42124868 38.57302492, 100.42127099 38.57304753, 100.42129122 38.57308828, 100.42132107 38.57312414, 100.421347 38.57314575, 100.421375 38.57314949, 100.42131637 38.57319383))",192
"Polygon ((100.41969113 38.57313222, 100.41967317 38.57313124, 100.41951197 38.57323859, 100.41956877 38.5733018, 100.41960099 38.57331929, 100.41994055 38.57364073, 100.42001378 38.57360688, 100.42002551 38.57358576, 100.41995598 38.57350843, 100.41994133 38.57338086, 100.41993515 38.57331421, 100.41989996 38.57325362, 100.41984803 38.57320658, 100.41976995 38.57318846, 100.41972303 38.57314899, 100.41969113 38.57313222))",193
"Polygon ((100.41317419 38.57284421, 100.41303515 38.57281348, 100.41302547 38.57283475, 100.41308294 38.5729651, 100.41310994 38.57318095, 100.41311461 38.5732183, 100.41312701 38.57340503, 100.4131284 38.57342596, 100.4131433 38.57356687, 100.41316197 38.57360148, 100.41318111 38.57363696, 100.41326318 38.57373512, 100.41329019 38.57375004, 100.41340641 38.57360755, 100.41343705 38.57348677, 100.41344473 38.57345646, 100.41346278 38.57338569, 100.41344111 38.57329867, 100.41342587 38.57323742, 100.41335669 38.57317724, 100.4133073 38.57313589, 100.41330006 38.57310443, 100.41326748 38.57296287, 100.41320319 38.57290454, 100.41317419 38.57284421))",194
"Polygon ((100.42237929 38.57302343, 100.42234526 38.57302194, 100.42239589 38.57312619, 100.42239129 38.57313959, 100.42235028 38.57315344, 100.42227086 38.57319063, 100.4223439 38.5732573, 100.42246873 38.57337126, 100.42278487 38.57363816, 100.42281864 38.57362631, 100.42284243 38.57360124, 100.42284202 38.57358027, 100.42281748 38.57356722, 100.42275299 38.57349937, 100.42267841 38.57341257, 100.42265824 38.57337468, 100.42264258 38.57331958, 100.42261747 38.57327794, 100.42259516 38.57325533, 100.42256277 38.57321377, 100.42252102 38.57315709, 100.4224904 38.57311551, 100.4224258 38.57304193, 100.42237929 38.57302343))",195
